NUM,LINEA,MAQUINA,COMPONENTE,CONDICION_FALLA,ACCION_INMEDIATA,MAQUINA_1,CAUSA,Minutos_TM,FECHA,SEMANA,RESPONSABLE,TURNO,Aplica
459,L2_CS,COILING FMB46,Hidráulico,Error de lectura de Encoder,Se reinicia la maquina. ,CS2 COILING FMB46,,53,16/02/2016,7,JAM,3 Tercero,SI
460,L2_CS,COLDSET,Posicionador,No funciona localizador de laser. Travesaños dañados,"Se repone amortiguador de paleta. Se conecta pistón de elevación (neumatica y electricamente). Se cambian 2 travesaños, se cambia rodillo dañado, se ajustan presiones de los posicionadores.",CS2 COLDSET,,30,16/02/2016,7,AIM,1 Primero,SI
461,L2_CS,COLDSET,Laser Marking Unit,Puerta no bajan,Se reinician los softwares de la laser y se quitan la placa dañada.,CS2 COLDSET,,60,16/02/2016,7,AIM,1 Primero,SI
462,L2_CS,COLDSET,Laser Marking Unit,Se atora estación de elevación 1,Se desatora placa y luego se retira,CS2 COLDSET,,20,16/02/2016,7,AIM,1 Primero,SI
463,L2_CS,ROBOT 6,Gripper,Robot no sujeta los grippers,Se desatoran 2 resortes. Se realiza cambio de los 4 grippers. Se incrementa en 2 milímetros el movimiento del robot.,CS2 ROBOT 6,,20,16/02/2016,7,AIM,1 Primero,SI
464,L2_CS,STRESS RELIEF OVEN,Conveyor,Charola del horno dañada,Se endereza guías de charolas,CS2 STRESS RELIEF OVEN,,9,16/02/2016,7,AIM,1 Primero,SI
465,L2_CS,STRESS RELIEF OVEN,Conveyor,Charola del horno dañada,Se endereza guías de 3 charolas. Se ajustaron gripper por estar caídos hacía un lado y se ajustó altura de sujección de resortes en robot 2.,CS2 STRESS RELIEF OVEN,,15,16/02/2016,7,AIM,1 Primero,SI
466,L2_CS,COLDSET,Conveyor,Travesaño dañado,Se cambio travesaño,CS2 COLDSET,,13,16/02/2016,7,JDEM,2 Segundo,SI
467,L2_CS,STRESS RELIEF OVEN,Conveyor,charolas dañadas,se enderezan 2 charoalas,CS2 STRESS RELIEF OVEN,,10,16/02/2016,7,JDEM,2 Segundo,SI
468,L2_CS,COLDSET,Posicionador 1 de laser,Travesaño dañado choca con el piston de posicionador y dobla las guías asi como rompe la tranmision del motor,Se desmonta posicionador para que se vuelva a ensamblar afuera y colocarlo cuando la linea pare,CS2 COLDSET,,20,16/02/2016,7,JDEM,2 Segundo,SI
469,L1_CS,COILING FMB12,Hidráulico,Cortador no funciona,Se coloca opresor metálico en bobina de valvula proporcional para asegurar el contacto magnetico.,CS1 COILING FMB12,,30,17/02/2016,7,JAM,3 Tercero,SI
470,L1_CS,STRESS RELIEF OVEN,Cadena,Cadena no avanza,Se restablece drive,CS1 STRESS RELIEF OVEN,,10,17/02/2016,7,JAM,3 Tercero,SI
471,L1_ITW,GENERAL,General,,Se da mantenimiento preventivo a ITW1,ITW1 GENERAL,,60,17/02/2016,7,JAM,3 Tercero,NO
472,L2_CS,STRESS RELIEF OVEN,Conveyor,Charola del horno dañada,Se endereza charolas ya que se encuentran dobladas,CS2 STRESS RELIEF OVEN,,18,17/02/2016,7,AIM,1 Primero,SI
473,L2_CS,STRESS RELIEF OVEN,Conveyor,Charola del horno doblada,Se endereza charolas ya que no detectan la barrera fotoeléctrica,CS2 STRESS RELIEF OVEN,,8,17/02/2016,7,AIM,1 Primero,SI
474,L2_CS,COILING FMB46,Forma superior,Se apaga hidráulico,Falla sincronización de encoder con motor debido a que se patina banda. Se tensa banda,CS2 COILING FMB46,Banda floja,60,17/02/2016,7,AIM,1 Primero,SI
475,L2_CS,COILING FMB46,Forma superior,Se apaga hidráulico,Se tensa banda un poco más,CS2 COILING FMB46,Banda floja,9,17/02/2016,7,AIM,1 Primero,SI
476,L2_CS,COILING FMB46,Forma superior,Se apaga hidráulico,Se reinicia máquina,CS2 COILING FMB46,Banda floja,14,17/02/2016,7,AIM,1 Primero,SI
477,L2_CS,COILING FMB46,Forma superior,Se apaga hidráulico,Se reinicia máquina,CS2 COILING FMB46,Banda floja,11,17/02/2016,7,AIM,1 Primero,SI
478,L2_CS,COILING FMB46,Forma superior,Se apaga hidráulico,Se cambia banda,CS2 COILING FMB46,Banda floja,20,17/02/2016,7,AIM,1 Primero,SI
479,L2_CS,ROBOT 3,Gripper,Se capan tornillos,"Se capan tornillos en gripper, se machuelean y se reemplaza tornillería",CS2 ROBOT 3,Mal ajuste del posicionador,26,17/02/2016,7,AIM,1 Primero,NO
480,L2_CS,STRESS RELIEF OVEN,Barrera Fotoelectrica,Se pasan resortes,Se retiran resortes que se pasaron y se ajsuta altura de las cortinas,CS2 STRESS RELIEF OVEN,,30,17/02/2016,7,JDEM,2 Segundo,SI
481,L2_CS,COILING FMB46,Separador de scrap,Resbaladilla floja,Se cambia tornilleria ,CS2 COILING FMB46,,15,17/02/2016,7,JDEM,2 Segundo,SI
482,L2_CS,INLET,Cadena,Ruido extraño en la cadena,Se quita guarda doblada que rozaba con la cadena. Se endereza y se vuelve a instalar,CS2 INLET,,40,17/02/2016,7,JDEM,2 Segundo,SI
483,L2_CS,ROBOT 2,Gripper,Se cae tapa de engrane de gripper,Se vuelve a coloca r tapa,CS2 ROBOT 2,,20,17/02/2016,7,JDEM,2 Segundo,SI
484,L1_ITW,COOLING ZONE 1,Tanques de enfriamiento,Fuga en tanque de enfriamiento,Se colocan empaques de neopreno para disminuir la fuga.,ITW1 COOLING ZONE 1,,150,18/02/2016,7,JAM,3 Tercero,NO
485,L1_CS,COLDSET,Barreras,No detecta barreras,"Se revisan empates de cables, y voltaje en las lineas, todo ok, posible desalineación de las cortinas.",CS1 COLDSET,,10,18/02/2016,7,JAM,3 Tercero,SI
486,L1_CS,SHOT PEENER,Conveyor,Se atoran resrtes en entrada,Se sacan resortes y se enciende en automatico,CS1 SHOT PEENER,,30,18/02/2016,7,JAM,3 Tercero,SI
487,L2_CS,COILING FMB46,Forma inferior,No se mueve la forma inferior,Se refrescan las roscas de los tornillos. Se monta servomotor y se hace referencia a cero.,CS2 COILING FMB46,Se cae el motor,90,18/02/2016,7,AIM,1 Primero,SI
488,FACILITIES,EQUIPOS,Maquina de tension,No se puede usar máquina de tensión,Se rellena de aceite,FAC EQUIPOS,Fuga de aceite,60,18/02/2016,7,AIM,1 Primero,SI
489,L1_ITW,COOLING TANK,Bomba de proceso,Se bota bomba de proceso ,"Se revisan amperajes, señales y voltajes. Todo en orden.",ITW1 COOLING TANK,,30,18/02/2016,7,AIM,1 Primero,SI
490,L2_CS,COILING FMB46,Drive,se detiene máquina,Se reinicia drive y se deja funcionando,CS2 COILING FMB46,,7,18/02/2016,7,AIM,1 Primero,SI
491,L1_CS,HOT SET,Conveyor,Travesaños doblados,Se cambian travesaños,CS1 HOT SET,,18,18/02/2016,7,JDEM,2 Segundo,SI
492,L2_CS,HOT SET,Sensor de leva,No detecta tornillos en varias ocaciones por estar muy disparejos en cuanto a altura,Se cambia sensor. Se cambian 2 tornillos,CS2 HOT SET,,38,18/02/2016,7,JDEM,2 Segundo,SI
493,L2_CS,STRESS RELIEF OVEN,Barrera Fotoelectrica,Cortinas desajustadas y charolas dobladas,Se ajustan cortinas y se enderezan charolas,CS2 STRESS RELIEF OVEN,,18,18/02/2016,7,JDEM,2 Segundo,SI
494,L2_CS,COILING FMB46,Hidráulico,Error de sercos en pitch,Se restablece equipo,CS2 COILING FMB46,Encoder muy caliente,55,19/02/2016,7,JAM,3 Tercero,SI
495,L1_DL,ALIGNMENT ROLLERS,Hidráulico,Sistema hidraulico muy caliente,limpieza de cedazo ,DL ALIGNMENT ROLLERS,,15,19/02/2016,7,JAM,3 Tercero,SI
496,L2_CS,ROBOT 4,Gripper,"Colisionó robot, gripper dañado","Se lubrican válvulas, se instalan piñon en guías de pistón.",CS2 ROBOT 4,,25,19/02/2016,7,AIM,1 Primero,SI
497,L2_CS,STRESS RELIEF OVEN,Conveyor,Charola de horno dañada,Se endereza charola utilizando equipo de corte.,CS2 STRESS RELIEF OVEN,,10,19/02/2016,7,AIM,1 Primero,SI
498,L2_CS,HOT SET,Conveyor,Se safa travesaño de conveyor y se atora en localizadores,Se retira travesaño dañada y se instala refacción nueva. Se manda a Home ajustando el cero del conveyor,CS2 HOT SET,,18,19/02/2016,7,AIM,1 Primero,SI
499,L2_CS,FINE PEENER,Arrastre,Resorte atorado en cadena,Se realiza ajuste de guías dentro de la máquina para evitar atoramientos,CS2 FINE PEENER,,30,19/02/2016,7,AIM,1 Primero,SI
500,L2_CS,ROBOT 2,Gripper,Avería de pinza,Se le inserta piñon de transmisión en pistón ya que no contaba con este.,CS2 ROBOT 2,,22,19/02/2016,7,AIM,1 Primero,SI
501,L2_CS,SHOT PEENER,,Atorones de resortes por charola levantada en SP,Se endereza charola,CS2 SHOT PEENER,,20,19/02/2016,7,JDEM,2 Segundo,SI
502,L1_CS,HOT SET,Conveyor,Travesaño atorado,se cambia travesaño atorado,CS1 HOT SET,,15,19/02/2016,7,JDEM,2 Segundo,SI
503,L1_CS,SHOT PEENER,Conveyor de salida,Falla sensor de leva,Se reaprieta tuerca suelta. Se aprieta base del sensor,CS1 SHOT PEENER,,10,19/02/2016,7,JDEM,2 Segundo,SI
504,L2_CS,COILING FMB46,Pitch,Pitch Sluggish axis ,"Se enfrian encoder desde 70 hasta 30 grados, mejora la cantidad de piezas cortadas, pero el drive marca fault por excesiva desiación",CS2 COILING FMB46,,108,20/02/2016,7,JAM,3 Tercero,SI
505,L2_CS,INLET,Regleta de presión,Se daña regleta de presión,Se reinstala regleta con soportes. Falla pasa a primer turno,CS2 INLET,,38,20/02/2016,7,JAM,3 Tercero,SI
506,L1_CS,COILING FUL10,Hidráulico,Se apaga maquina por falla,Se restablece equipo,CS1 COILING FUL10,,10,20/02/2016,7,JAM,3 Tercero,SI
507,L2_CS,INLET,Conveyor,Tornillos capados,Se ensambla conijete de seguridad de conveyor,CS2 INLET,,80,20/02/2016,7,AIM,1 Primero,NO
508,L1_DL,DRAWING,Cadena de arrastre,Reparación de candado de cadena de tambor,Se cambió tornillo dañado y se machulearon los barrenos,DL DRAWING,,15,20/02/2016,7,AIM,1 Primero,NO
509,L2_CS,COILING FMB46,Forma superior,Error de drive,Se reinicia y se arranca,CS2 COILING FMB46,,20,20/02/2016,7,AIM,1 Primero,SI
510,L2_CS,HOT SET,Barreras de luz. Regleta de seguridad,Resortes atorados tumban guarda a final de conveyor con regleta de seguridad y dañan cambleado de las cortinas,Se reemplaza cableado de las cortinas y se empatan cables. Se vuelve a instalar guarda,CS2 HOT SET,,75,20/02/2016,7,JDEM,2 Segundo,SI
511,L2_CS,ROBOT 2,Gripper,Se cae tapa y piñon de cremallera de un cilindro,Se coloca de nuevo piñon y se cambia tapa por estar barrida,CS2 ROBOT 2,,25,20/02/2016,7,JDEM,2 Segundo,SI
512,L2_CS,HOT SET,Travsaño,Travesaño dañado,SE HACE CMBIO DE REFACCION,CS2 HOT SET,,10,20/02/2016,7,JDEM,2 Segundo,SI
513,L1_CS,STRESS RELIEF OVEN,Conveyor,Charola doblada,Se quita charola dañada,CS1 STRESS RELIEF OVEN,,10,20/02/2016,7,AIM,1 Primero,SI
514,L2_CS,ROBOT 4,Manguera portacable,Se safa manguera,Se coloca abrazadera y tornilería a manguera. Se fija y se reacomoda,CS2 ROBOT 4,,10,20/02/2016,7,AIM,1 Primero,SI
515,L2_CS,COILING FMB46,Forma superior,Se alarma drive,Se limpia exceso de grasa vieja y se lubrica forma superior y pitch,CS2 COILING FMB46,,25,20/02/2016,7,AIM,1 Primero,SI
516,LT1,LOAD TEST,Sistema de enfriamiento de drives,Se detiene por sobrecalentamiento,Se destapan las mangueras. Pendiente cambiar el sentido de giro,LT1 LOAD TEST,,30,20/02/2016,7,AIM,1 Primero,SI
517,L2_CS,ROBOT 2,Colisión,Protección anticolision ,se cambia sensor de colisión de posición,CS2 ROBOT 2,,16,22/02/2016,8,JAM,3 Tercero,SI
518,L2_CS,COILING FMB01,Aceite muy caliente,Se detiene maquina por aceite caliente,"Se revisa torre reymsa por falla, se descarta. se corrige bajo flujo de agua refrigeante",CS2 COILING FMB01,,20,22/02/2016,8,JAM,3 Tercero,SI
519,L2_CS,SHOT PEENER,Turbina 1,Falla turbina 1,"Se abre turbina para revisar que no estuviera atorada, se revisa motor y se revisan componentes electricos de gabinetes.",CS2 SHOT PEENER,Al arrancar tardaba mucho en bajar el amperaje.,77,22/02/2016,8,AIM,1 Primero,SI
520,L2_CS,COILING FMB01,Hidráulico,Temperatura alta,Se realizo cambio de intercambiador de calor. Se instala uno nuevo.,CS2 COILING FMB01,,120,22/02/2016,8,AIM,1 Primero,NO
521,L1_CS,ROBOT 2,Gripper,Colisiona robot,Se manda a HOME y se scan resortes,CS1 ROBOT 2,,8,22/02/2016,8,AIM,1 Primero,SI
522,L1_CS,COLDSET,Conveyor,Marca error de leva, se cambia tornillo dañado y se acomoda sensor y varios tornillos,CS1 COLDSET,,13,22/02/2016,8,AIM,1 Primero,SI
523,L1_CS,COLDSET,Conveyor,Marca error de leva,Se ajusta ditancia del sensor. Además se revisa tornillería completa del conveyor debido a que algunos tornillos estaban muy abajo o muy arriba.,CS1 COLDSET,Tornillos muy abajo o muy arriba,30,22/02/2016,8,AIM,1 Primero,SI
524,L2_CS,HOT SET,Conveyor,Travesaño doblado,Se quita travesaño y se instala uno nuevo,CS2 HOT SET,,10,22/02/2016,8,AIM,1 Primero,SI
525,L2_CS,HOT SET,Conveyor,Travesaño doblado,Se quita travesaño y se instala uno nuevo,CS2 HOT SET,,10,22/02/2016,8,AIM,1 Primero,SI
526,L2_CS,SHOT PEENER,Cadena de Arrastre,Se cae travesaño ,Se coloco travesaño un eslabon adelante debido a que se daño una de las pestañas,CS2 SHOT PEENER,,25,22/02/2016,8,JDEM,2 Segundo,SI
527,L1_CS,COILING FUL10,Pilz,Cicuito de seguridad abierto,Se ratrea señal faltante parra cerrar circuito,CS1 COILING FUL10,,120,22/02/2016,8,JDEM,2 Segundo,NO
528,L1_CS,COILING FUL10,Feed rollers,Avanza muy despacio a inicio de ciclo y a la mitad del resorte alimenta a velocidad normal. Esto provoca variacion en el resorte,Se revisa balata y freno ajustandose la presion del aire. Se revisan parametros y posibles obstrucciones en las balatas de los rollers,CS1 COILING FUL10,,60,22/02/2016,8,JDEM,2 Segundo,SI
529,L2_CS,COILING FMB46,Pitch,Pitch se golpea contra base de maquina,"Se referencia a 0 el pitch y se lubrica guia, se elimina exceso de grasa y se aplica lubricante aflojatodo en zonas de alta fricción.",CS2 COILING FMB46,Pierde referencia,120,23/02/2016,8,JAM,3 Tercero,SI
530,L1_CS,COILING FUL10,Servomotor,Servomotor con plug dañado,"Se intenta reparar servomotor, pero ocasiona una chispa y movimientos bruscos del eje W, se opta por apagar el hidraulico. Se cortan puntas de cables desnudos para evitar cortocircuito, se revisa nivel de aceite en transmision y deposito, nivel bajo en transmisión, banda 1 ligeramente floja.",CS1 COILING FUL10,,120,23/02/2016,8,JAM,3 Tercero,NO
531,LT1,LOAD TEST,Placa de enfriamiento de drives metronix,Se calienta placa y manda drives a falla por sobretemperatura,Se saca toda la placa de los drives y se hace limpieza de la tuberia con aire y desincrustante,LT1 LOAD TEST,,400,23/02/2016,8,JDEM,2 Segundo,NO
532,L2_CS,ROBOT 2,Gripper,Colision de robot,Se cambian tornillos de gripper,CS2 ROBOT 2,,15,24/02/2016,8,JAM,3 Tercero,SI
533,L2_CS,COLDSET,ASI,Fault en Red Asi,Se reinicia red ASi,CS2 COLDSET,,7,24/02/2016,8,JAM,3 Tercero,SI
534,L1_ITW,COOLING TOWER GWK,Arrancador,Fault Soft Start,"Se reinicia error y se arranca linea, rollos de 300 kg y mas, si entran a coiling",ITW1 COOLING TOWER GWK,,25,24/02/2016,8,JAM,3 Tercero,SI
535,L2_ITW,COOLING TOWER GWK,Bomba,Se bota guardamotor,"Se restablece falla, rollo queda en 1700kg",ITW2 COOLING TOWER GWK,,15,24/02/2016,8,JAM,3 Tercero,SI
536,L2_CS,COILING FMB46,Hidráulico,posible falla en encoder del pitch,Se reinicia equipo y funciona 800 piezas correctamente.,CS2 COILING FMB46,,12,24/02/2016,8,JAM,3 Tercero,NO
537,L2_CS,COILING FMB46,Forma Superior,Se va a falla,"Se cambia servomotor, se lubrica, se revisan conectores y se cambia banda",CS2 COILING FMB46,,64,24/02/2016,8,AIM,1! Primero,SI
538,L2_CS,GENERAL,Alimentación,Falla eléctrica,Se restablece y se confirma posición en los robots,CS2 GENERAL,,32,24/02/2016,8,AIM,1! Primero,NO
539,L1_CS,SHOT PEENER DUST COLLECTOR,Válvula rotatoria,Bolsa aotrada,Se saca bolsa atorada,CS1 SHOT PEENER DUST COLLECTOR,,18,24/02/2016,8,AIM,1! Primero,SI
540,L2_CS,HOT SET,Posicionador,Se daña valero de posicionador,Se realiza cambio de pistón,CS2 HOT SET,,60,24/02/2016,8,AIM,1! Primero,SI
541,LT1,LOAD TEST,Drive,Se calieta drive,Se purgan tuberías y se cambia balero.,LT1 LOAD TEST,,120,24/02/2016,8,AIM,1! Primero,SI
542,L1_CS,SHOT PEENER,turbina 3,Tirando granalla,Se cambio tapa interior,CS1 SHOT PEENER,,33,24/02/2016,8,JDEM,2 Segundo,SI
543,L2_CS,HOT SET,Conveyor,Bases de conveyor dobladas,Se enderezan bases,CS2 HOT SET,,11,24/02/2016,8,JDEM,2 Segundo,SI
544,LT2,LOAD TEST,Scanner,Escaner fuera de posicion,Se repara base de escaner,LT2 LOAD TEST,,10,25/02/2016,8,JAM,3 Tercero,NO
545,L2_CS,ROBOT 3,Colisión,COlisión de Robot,se restablece robot,CS2 ROBOT 3,Ajustador no supervisa la ruta a home y robot golpea las rampas de salida de material,11,25/02/2016,8,JAM,3 Tercero,SI
546,L1_CS,COLDSET,Conveyor,Se daña guarda,Se solda guarda de conveyor por estar en el suelo,CS1 COLDSET,,12,25/02/2016,8,AIM,1 Primero,NO
547,LT2,LOAD TEST,Pusher,Falla de separador,Se encuentra balero líneal dañado. Se cambia cilindro,LT2 LOAD TEST,,47,25/02/2016,8,AIM,1 Primero,SI
548,L1_CS,HOT SET,Conveyor,No sube rodillos,Se enderezan soportes de rodillos por no levantar,CS1 HOT SET,,12,25/02/2016,8,AIM,1 Primero,SI
549,L1_CS,HOT SET,Conveyor,Colisiona robot 2 veces. Bases de rodillos doblados. Se bota sin fin de shot peener,Se enderezan bases de los rodillos,CS1 HOT SET,,20,25/02/2016,8,AIM,1 Primero,SI
550,LT1,LOAD TEST,Drives,Se calientan drives,"Se cambian baleros , coples y bases de la unidad de deformación",LT1 LOAD TEST,,230,25/02/2016,8,AIM,1 Primero,SI
551,L3_ITW,GENERAL,Bomba de retorno,Fuga de agua,Se reaprieta tuerca union y se elimina fuga,ITW3 GENERAL,,6,25/02/2016,8,JDEM,2 Segundo,SI
552,L1_CS,FINE PEENER,Tornillo sin fin,Botandose guardamotor,Se reestablece guardamotor y se arranca en manual para liberarle granalla. Se revisa tension de la cadena por que se veia un poco floja,CS1 FINE PEENER,,25,25/02/2016,8,JDEM,2 Segundo,SI
553,L2_CS,ROBOT 2,Colisión,Marca colision sin hber chocado,Se reestablece falla x2,CS2 ROBOT 2,,12,25/02/2016,8,JDEM,2 Segundo,SI
554,L2_CS,ROBOT 2,Colisión,Errrorm de colision,Se cambio cable de conexion del sensor,CS2 ROBOT 2,,27,25/02/2016,8,JDEM,2 Segundo,SI
555,L2_CS,ROBOT 2,Colisión,Error de colision,Se cambio cable de señales del bloque de sensores,CS2 ROBOT 2,,90,25/02/2016,8,JDEM,2 Segundo,SI
556,L1_CS,ROBOT 2,,Colisiona robot,Se resetea falla y se pone estacion en posicion,CS1 ROBOT 2,,10,25/02/2016,8,JDEM,2 Segundo,SI
557,L1_CS,ROBOT 2,Conveyor,Resorte atorado en horno. No abre pinza del robot,Se desatora resorte en horno. Se desatora resorte en conveyor. Se reaprietan gripper flojos. Se sacan 2 tornillos capados. Se conecta y reacomoda barra de final del horno. Se reaprieta sensor flojo de gripper por perder señal. Se lubrican y se limpian pistones. Se cambia psitón de gripper.,CS1 ROBOT 2,,90,26/02/2016,8,AIM,1 Primero,SI
558,L1_CS,SHOT PEENER,Elevador de Cangilones,Tensión a banda de cangilones,Se quitó guarda inferior para quitar con exceso de peener. Se tensa banda de cangilones. Se restablece guardamotor.,CS1 SHOT PEENER,,75,26/02/2016,8,AIM,1 Primero,SI
559,L2_CS,ROBOT 6,Colisión,Colisión de robot,Se mueve en manual robot y se retiran  resortes.,CS2 ROBOT 6,,10,26/02/2016,8,AIM,1 Primero,SI
560,L1_CS,COLDSET,Conveyor,Resorte atorado en conveyor,Se desatora resorte del conveyor. Se cambia 1 rodillo. Se cambia 2 tornillos doblados,CS1 COLDSET,,13,26/02/2016,8,AIM,1 Primero,SI
561,L1_CS,COILING FUL10,Forma inferior y pitch,"- Conector de encoder inferior no hace bien contacto.
- Se sale banda de la forma inferior
- Variación en el pitch, se escucha ruido extraño y se mueve muy lento","- Sacan conectores de la forma inferior para que hagan contacto
- Se vuelve a colocar la banda
- Se da referencia al motor del pitch",CS1 COILING FUL10,,300,26/02/2016,8,JDEM,2 Segundo,SI
562,L2_CS,ROBOT 6,Gripper,Se capa tornilleria robot 6 ,Se sacan tornillos capados y se colocan nuevos ,CS2 ROBOT 6,,12,26/02/2016,8,JDEM,2 Segundo,SI
563,L2_CS,ROBOT 3,Colisión,Operador hace cadena de arrastre en shotpeen hacia atras para que los resortes no se pasen en la salida de shotpeen (Mala operacion).,"Se mueve en manual el robot a su posicion, se retiran resortes.",CS2 ROBOT 3,"Las levas de señales de los robots se recorren con el movimiento de la cadena, habilitando la señal que hace que el robot 3 alimente resortes a la maquina, emplamandolos.",11,27/02/2016,8,JT,3 Tercero,NO
564,L2_CS,ROBOT 2,Colisión,"Se pasan resortes en dos ocaciones en el horno, lo cual ociaciona que el robot colisione.","Se retiran resortes y se manda robot a home, se prende el boton de encadenamiento.",CS2 ROBOT 2,Se tenia el boton de encadenar horno apagado.,12,27/02/2016,8,JT,3 Tercero,NO
565,L2_CS,ROBOT 6,Colisión,"Robot no agarra el resorte bien y colisiona con conveyor de coldset, dañando un rodillo.",Se retira rodillo dañado y se reemplaza por uno nuevo.,CS2 ROBOT 6,apertura de rodillos,15,27/02/2016,8,JT,3 Tercero,SI
566,L1_DL,SHOT PEENER,Conos,Basuca en entrada a SP floja,Se coloc tornilleria nueva para fijar basuca,DL SHOT PEENER,,20,27/02/2016,8,JDEM,2 Segundo,SI
567,L2_CS,COILING FMB01,Cortador,"Computadora ciclada.
Cortador no se mueve y se apaga hidrualico","Se resetea maquina.
Se revisa cortador y se encuentra bobina safada, se coloca de uevo bobina y funciona",CS2 COILING FMB01,,16,27/02/2016,8,JDEM,2 Segundo,SI
568,L1_CS,ROBOT 2,Gripper,Se capan tornillos,Se cambia tornilleria,CS1 ROBOT 2,,14,27/02/2016,8,JDEM,2 Segundo,SI
569,L2_CS,HOT SET,Gripper,Se salen tornillos de gripper,"Se cambia riel de pistón, pero no embona correctamente y ocasiona mucha fricción.",CS2 HOT SET,se barre rosca,70,29/02/2016,9,JAM,3 Tercero,SI
570,L2_CS,ROBOT 2,Gripper,Reapriete de gripper,Se reaprieta gripper flojo,CS2 ROBOT 2,,9,29/02/2016,9,JAM,3 Tercero,SI
571,L2_CS,STRESS RELIEF OVEN,Charolas,charola doblada,Se endereza charola doblada,CS2 STRESS RELIEF OVEN,,15,29/02/2016,9,JAM,3 Tercero,SI
572,L1_CS,HOT SET,Conveyor,Soportes atorados,Se desatoran 2 soportes doblados ,CS1 HOT SET,,7,29/02/2016,9,AIM,1 Primero,SI
573,L2_CS,HOT SET,Gripper,Colisión ajuste de gripper,Se realiza cambio de tornillería y se reaprietan todos los gripper,CS2 HOT SET,,10,29/02/2016,9,AIM,1 Primero,NO
574,L2_CS,COILING FMB01,Cortador,Falla Hidráulico,Se apaga máquina y se restablece. Se cambia bobina de cortador.,CS2 COILING FMB01,,40,29/02/2016,9,AIM,1 Primero,SI
575,L2_CS,COILING FMB01,Cortador,Falla Hidráulico,Se aprieta bobina de cortador.,CS2 COILING FMB01,,27,29/02/2016,9,AIM,1 Primero,SI
